TransactionID,CustomerID,ProductID,TransactionDate,Quantity,TotalValue,Price,TransactionDay,TransactionTime,TransactionMonth,Transaction_TimePeriod,ProductName,Category,CustomerName,Region,SignupDate,AvgTransactionValue,DaysSinceLastTransaction,UniqueProductsPurchased,FavProduct,FavCategory,MostActiveTransactionDay,PeakTransactionTime
T00189,C0195,P033,2024-04-05,2,128.5,64.25,Friday,04:56:24,April,Evening,TechPro T-Shirt,Clothing,Jeremy Mclaughlin,South America,2024-09-17,672.7116666666667,64.0,6.0,P028,Home Decor,Tuesday,Evening
T00200,C0057,P033,2024-03-05,3,192.75,64.25,Tuesday,04:58:09,March,Evening,TechPro T-Shirt,Clothing,Elizabeth Nguyen,Europe,2024-07-27,756.0666666666666,40.0,6.0,P008,Books,Wednesday,Afternoon
T00366,C0075,P033,2024-08-09,3,192.75,64.25,Friday,17:24:33,August,Evening,TechPro T-Shirt,Clothing,Misty Higgins,Europe,2023-05-01,649.8855555555556,48.0,9.0,P013,Books,Friday,Evening
T00510,C0031,P033,2024-03-06,4,257.0,64.25,Wednesday,01:55:48,March,Evening,TechPro T-Shirt,Clothing,Tina Miller,South America,2024-04-11,501.345,64.0,4.0,P002,Home Decor,Sunday,Evening
T00532,C0030,P033,2024-04-11,3,192.75,64.25,Thursday,09:53:33,April,Morning,TechPro T-Shirt,Clothing,Mark Brock,North America,2024-01-30,509.93600000000004,43.0,5.0,P004,Clothing,Sunday,Evening
T00755,C0032,P033,2024-07-12,3,192.75,64.25,Friday,08:20:42,July,Morning,TechPro T-Shirt,Clothing,Dustin Campbell,South America,2024-04-17,224.33333333333334,61.0,3.0,P033,Books,Friday,Morning
T00905,C0034,P033,2024-09-22,2,128.5,64.25,Sunday,00:00:09,September,Evening,TechPro T-Shirt,Clothing,Dalton Perez,North America,2023-09-27,512.2,96.0,6.0,P014,Clothing,Wednesday,Evening
T00126,C0143,P014,2024-12-05,4,105.04,26.26,Thursday,07:49:45,December,Morning,ActiveWear Jacket,Clothing,Brian Parker,Asia,2024-05-27,863.5185714285715,40.0,6.0,P094,Clothing,Wednesday,Evening
T00207,C0034,P014,2024-06-19,3,78.78,26.26,Wednesday,02:53:27,June,Evening,ActiveWear Jacket,Clothing,Dalton Perez,North America,2023-09-27,512.2,96.0,6.0,P014,Clothing,Wednesday,Evening
T00865,C0094,P014,2024-04-28,3,78.78,26.26,Sunday,10:46:07,April,Morning,ActiveWear Jacket,Clothing,Emily Trevino,North America,2023-09-16,291.7425,83.0,4.0,P003,Books,Sunday,Morning
T00901,C0010,P014,2024-05-12,4,105.04,26.26,Sunday,11:53:53,May,Morning,ActiveWear Jacket,Clothing,Aaron Cox,Europe,2022-12-15,429.38750000000005,72.0,4.0,P014,Clothing,Friday,Evening
T00129,C0002,P004,2024-06-11,4,382.76,95.69,Tuesday,23:59:08,June,Evening,BookWorld Rug,Home Decor,Elizabeth Lutz,Asia,2022-02-13,465.685,55.0,4.0,P004,Clothing,Tuesday,Evening
T00334,C0164,P004,2024-02-22,1,95.69,95.69,Thursday,14:01:23,February,Afternoon,BookWorld Rug,Home Decor,Morgan Perez,Europe,2023-06-01,617.538,87.0,5.0,P004,Home Decor,Sunday,Afternoon
T00419,C0030,P004,2024-07-12,3,287.07,95.69,Friday,13:34:04,July,Afternoon,BookWorld Rug,Home Decor,Mark Brock,North America,2024-01-30,509.93600000000004,43.0,5.0,P004,Clothing,Sunday,Evening
T00641,C0173,P004,2024-01-02,3,287.07,95.69,Tuesday,15:02:39,January,Afternoon,BookWorld Rug,Home Decor,Francisco Young,Asia,2022-10-06,726.005,148.0,8.0,P004,Books,Friday,Afternoon
T00747,C0137,P004,2024-12-23,1,95.69,95.69,Monday,23:09:50,December,Evening,BookWorld Rug,Home Decor,Robert Gardner,South America,2024-04-09,666.51,35.0,5.0,P003,Books,Wednesday,Afternoon
T00860,C0008,P004,2024-08-22,2,191.38,95.69,Thursday,03:25:32,August,Evening,BookWorld Rug,Home Decor,David Li,North America,2024-01-13,427.16099999999994,41.0,10.0,P004,Home Decor,Monday,Evening
T00891,C0091,P004,2024-07-24,4,382.76,95.69,Wednesday,23:11:16,July,Evening,BookWorld Rug,Home Decor,Lisa Kirk,South America,2023-03-16,522.9433333333333,167.0,5.0,P026,Electronics,Tuesday,Evening
T00132,C0105,P029,2024-09-03,4,1734.56,433.64,Tuesday,19:50:06,September,Evening,TechPro Headphones,Electronics,Ryan Hampton,Europe,2024-11-11,801.2416666666667,146.0,6.0,P001,Electronics,Monday,Morning
T00213,C0165,P029,2024-02-15,3,1300.92,433.64,Thursday,07:07:11,February,Morning,TechPro Headphones,Electronics,Juan Mcdaniel,South America,2022-04-09,745.3444444444444,32.0,6.0,P044,Books,Thursday,Morning
T00222,C0146,P029,2024-05-24,1,433.64,433.64,Friday,22:54:41,May,Evening,TechPro Headphones,Electronics,Brittany Harvey,Asia,2024-09-04,642.7,40.0,4.0,P029,Electronics,Friday,Evening
T00258,C0050,P029,2024-04-25,3,1300.92,433.64,Thursday,03:49:28,April,Evening,TechPro Headphones,Electronics,Ryan Davis,North America,2024-03-02,1022.9433333333333,71.0,3.0,P029,Electronics,Thursday,Evening
T00286,C0069,P029,2024-12-09,2,867.28,433.64,Monday,14:58:44,December,Afternoon,TechPro Headphones,Electronics,Stacy Foster,Europe,2023-12-03,575.738,49.0,5.0,P010,Electronics,Thursday,Evening
T00436,C0001,P029,2024-11-02,3,1300.92,433.64,Saturday,17:04:16,November,Evening,TechPro Headphones,Electronics,Lawrence Carroll,South America,2022-07-10,670.9040000000001,86.0,5.0,P022,Electronics,Tuesday,Evening
T00495,C0027,P029,2024-04-07,2,867.28,433.64,Sunday,16:46:45,April,Afternoon,TechPro Headphones,Electronics,Justin Heath,Asia,2022-11-09,640.735,108.0,4.0,P003,Books,Friday,Morning
T00541,C0082,P029,2024-07-25,2,867.28,433.64,Thursday,15:20:14,July,Afternoon,TechPro Headphones,Electronics,Aimee Taylor,South America,2022-05-13,1081.8442857142857,58.0,7.0,P019,Books,Saturday,Evening
T00554,C0087,P029,2024-04-13,4,1734.56,433.64,Saturday,20:04:25,April,Evening,TechPro Headphones,Electronics,Travis Campbell,South America,2024-04-11,943.4614285714285,136.0,7.0,P029,Books,Monday,Evening
T00576,C0100,P029,2024-09-04,4,1734.56,433.64,Wednesday,20:49:41,September,Evening,TechPro Headphones,Electronics,Clinton Gomez,Europe,2023-03-16,833.9083333333333,145.0,6.0,P009,Home Decor,Saturday,Afternoon
T00593,C0120,P029,2024-04-01,2,867.28,433.64,Monday,07:30:59,April,Morning,TechPro Headphones,Electronics,Francisco Diaz,South America,2023-01-13,823.34,172.0,3.0,P029,Electronics,Monday,Morning
T00673,C0102,P029,2024-09-01,3,1300.92,433.64,Sunday,21:40:35,September,Evening,TechPro Headphones,Electronics,Michael Atkinson,South America,2022-09-16,766.5450000000001,148.0,7.0,P058,Electronics,Friday,Evening
T00680,C0163,P029,2024-07-18,4,1734.56,433.64,Thursday,00:10:42,July,Evening,TechPro Headphones,Electronics,Tiffany Cain,South America,2023-06-08,962.5466666666666,107.0,5.0,P074,Home Decor,Friday,Afternoon
T00776,C0065,P029,2024-04-22,4,1734.56,433.64,Monday,01:00:36,April,Evening,TechPro Headphones,Electronics,Gerald Hines,North America,2024-07-10,766.37,45.0,10.0,P022,Home Decor,Monday,Evening
T00835,C0190,P029,2024-12-16,1,433.64,433.64,Monday,09:49:40,December,Morning,TechPro Headphones,Electronics,Alexander Lowe,South America,2024-05-31,596.604,42.0,5.0,P016,Electronics,Saturday,Morning
T00935,C0109,P029,2024-09-21,1,433.64,433.64,Saturday,09:44:39,September,Morning,TechPro Headphones,Electronics,Abigail Jones,North America,2022-05-09,498.84090909090907,81.0,10.0,P100,Clothing,Saturday,Evening
T00975,C0116,P029,2024-06-16,2,867.28,433.64,Sunday,15:47:00,June,Afternoon,TechPro Headphones,Electronics,James Martinez,North America,2024-09-11,459.78000000000003,89.0,6.0,P029,Books,Wednesday,Evening
T00135,C0075,P097,2024-04-29,3,958.02,319.34,Monday,19:03:50,April,Evening,BookWorld Cookbook,Books,Misty Higgins,Europe,2023-05-01,649.8855555555556,48.0,9.0,P013,Books,Friday,Evening
T00173,C0182,P097,2024-05-09,4,1277.36,319.34,Thursday,17:32:28,May,Evening,BookWorld Cookbook,Books,Joshua Preston,Europe,2024-12-28,996.1539999999999,263.0,5.0,P008,Home Decor,Monday,Evening
T00182,C0122,P097,2024-05-08,3,958.02,319.34,Wednesday,22:24:58,May,Evening,BookWorld Cookbook,Books,Corey Ruiz,North America,2022-05-06,724.65,41.0,7.0,P010,Books,Tuesday,Evening
T00278,C0077,P097,2024-09-26,1,319.34,319.34,Thursday,16:10:17,September,Afternoon,BookWorld Cookbook,Books,Scott Sims,South America,2023-10-18,279.09999999999997,86.0,3.0,P081,Clothing,Monday,Afternoon
T00354,C0070,P097,2024-05-15,4,1277.36,319.34,Wednesday,00:22:27,May,Evening,BookWorld Cookbook,Books,Timothy Perez,Europe,2022-03-15,781.3725,112.0,4.0,P049,Books,Thursday,Afternoon
T00394,C0063,P097,2024-03-25,4,1277.36,319.34,Monday,13:47:30,March,Afternoon,BookWorld Cookbook,Books,Wayne Ferguson,Europe,2024-02-05,689.0849999999999,121.0,2.0,P069,Books,Monday,Afternoon
T00474,C0168,P097,2024-04-01,1,319.34,319.34,Monday,14:59:11,April,Afternoon,BookWorld Cookbook,Books,Karen Clements MD,South America,2022-12-13,1263.4575,96.0,4.0,P039,Books,Monday,Afternoon
T00534,C0004,P097,2024-06-25,3,958.02,319.34,Tuesday,22:10:47,June,Evening,BookWorld Cookbook,Books,Kathleen Rodriguez,South America,2022-10-09,669.36,35.0,8.0,P008,Books,Monday,Morning
T00783,C0057,P097,2024-01-18,2,638.68,319.34,Thursday,16:04:46,January,Afternoon,BookWorld Cookbook,Books,Elizabeth Nguyen,Europe,2024-07-27,756.0666666666666,40.0,6.0,P008,Books,Wednesday,Afternoon
T00142,C0028,P080,2024-08-04,4,1214.0,303.5,Sunday,12:38:25,August,Afternoon,ActiveWear Jacket,Clothing,Jennifer Pena,Asia,2024-06-29,852.44625,33.0,6.0,P057,Electronics,Thursday,Afternoon
T00150,C0166,P080,2024-10-22,1,303.5,303.5,Tuesday,12:08:25,October,Afternoon,ActiveWear Jacket,Clothing,John Rogers,Europe,2022-02-13,601.3375000000001,97.0,4.0,P010,Home Decor,Monday,Evening
T00171,C0028,P080,2024-09-19,1,303.5,303.5,Thursday,03:29:48,September,Evening,ActiveWear Jacket,Clothing,Jennifer Pena,Asia,2024-06-29,852.44625,33.0,6.0,P057,Electronics,Thursday,Afternoon
T00247,C0187,P080,2024-10-12,1,303.5,303.5,Saturday,08:20:33,October,Morning,ActiveWear Jacket,Clothing,Kayla Kelly,South America,2024-08-02,922.4879999999999,107.0,5.0,P009,Books,Thursday,Morning
T00473,C0066,P080,2024-03-13,2,607.0,303.5,Wednesday,04:00:25,March,Evening,ActiveWear Jacket,Clothing,Catherine White,Europe,2024-11-15,1266.4266666666665,152.0,3.0,P041,Electronics,Wednesday,Evening
T00489,C0039,P080,2024-02-13,4,1214.0,303.5,Tuesday,16:15:35,February,Afternoon,ActiveWear Jacket,Clothing,Angela Harris,South America,2024-10-13,706.6,92.0,6.0,P011,Electronics,Sunday,Afternoon
T00588,C0145,P080,2024-04-16,2,607.0,303.5,Tuesday,21:50:49,April,Evening,ActiveWear Jacket,Clothing,Wayne Stone,Asia,2023-01-13,721.40875,62.0,7.0,P080,Clothing,Monday,Morning
T00714,C0153,P080,2024-09-11,2,607.0,303.5,Wednesday,11:58:00,September,Morning,ActiveWear Jacket,Clothing,Justin Smith,South America,2022-03-20,790.7983333333333,138.0,6.0,P003,Books,Friday,Morning
T00827,C0016,P080,2024-11-10,3,910.5,303.5,Sunday,18:24:04,November,Evening,ActiveWear Jacket,Clothing,Emily Woods,North America,2024-01-03,774.884,78.0,5.0,P016,Clothing,Thursday,Morning
T00946,C0145,P080,2024-07-22,4,1214.0,303.5,Monday,05:37:22,July,Morning,ActiveWear Jacket,Clothing,Wayne Stone,Asia,2023-01-13,721.40875,62.0,7.0,P080,Clothing,Monday,Morning
T00147,C0117,P099,2024-08-05,4,1417.16,354.29,Monday,20:03:50,August,Evening,SoundWave Mystery Book,Books,Jeffrey Mcmahon,North America,2024-11-22,1007.0675000000001,175.0,4.0,P019,Books,Monday,Evening
T00266,C0125,P099,2024-02-27,2,708.58,354.29,Tuesday,18:25:58,February,Evening,SoundWave Mystery Book,Books,Nicholas Taylor,North America,2022-12-18,743.49,156.0,4.0,P010,Books,Tuesday,Evening
T00669,C0074,P099,2024-01-03,4,1417.16,354.29,Wednesday,16:57:09,January,Afternoon,SoundWave Mystery Book,Books,Jonathan Russo,Europe,2022-05-27,1018.4066666666668,182.0,3.0,P005,Books,Monday,Afternoon
T00825,C0070,P099,2024-02-08,1,354.29,354.29,Thursday,14:20:05,February,Afternoon,SoundWave Mystery Book,Books,Timothy Perez,Europe,2022-03-15,781.3725,112.0,4.0,P049,Books,Thursday,Afternoon
T00148,C0002,P019,2024-02-28,2,770.74,385.37,Wednesday,07:44:21,February,Morning,ComfortLiving Sweater,Clothing,Elizabeth Lutz,Asia,2022-02-13,465.685,55.0,4.0,P004,Clothing,Tuesday,Evening
T00192,C0079,P019,2024-03-28,4,1541.48,385.37,Thursday,04:39:16,March,Evening,ComfortLiving Sweater,Clothing,Brian Murillo,North America,2022-02-02,1062.8899999999999,181.0,4.0,P007,Home Decor,Thursday,Evening
T00209,C0156,P019,2024-09-06,3,1156.11,385.37,Friday,12:12:21,September,Afternoon,ComfortLiving Sweater,Clothing,William Adams,North America,2023-08-19,694.040909090909,43.0,10.0,P059,Books,Saturday,Afternoon
T00264,C0170,P019,2024-01-12,4,1541.48,385.37,Friday,10:17:10,January,Morning,ComfortLiving Sweater,Clothing,Logan Harris,Europe,2023-09-13,986.348,136.0,5.0,P019,Home Decor,Friday,Morning
T00339,C0117,P019,2024-05-03,4,1541.48,385.37,Friday,03:39:17,May,Evening,ComfortLiving Sweater,Clothing,Jeffrey Mcmahon,North America,2024-11-22,1007.0675000000001,175.0,4.0,P019,Books,Monday,Evening
T00375,C0082,P019,2024-10-05,4,1541.48,385.37,Saturday,02:02:48,October,Evening,ComfortLiving Sweater,Clothing,Aimee Taylor,South America,2022-05-13,1081.8442857142857,58.0,7.0,P019,Books,Saturday,Evening
T00525,C0178,P019,2024-10-21,3,1156.11,385.37,Monday,20:29:28,October,Evening,ComfortLiving Sweater,Clothing,Carol Williams,Asia,2023-11-19,677.2075,37.0,4.0,P003,Home Decor,Monday,Evening
T00535,C0059,P019,2024-03-12,4,1541.48,385.37,Tuesday,21:51:40,March,Evening,ComfortLiving Sweater,Clothing,Mrs. Kimberly Wright,North America,2024-04-07,884.16,95.0,8.0,P019,Home Decor,Tuesday,Evening
T00595,C0138,P019,2024-07-11,4,1541.48,385.37,Thursday,20:27:51,July,Evening,ComfortLiving Sweater,Clothing,Cynthia Clayton,Asia,2024-11-01,1122.05,40.0,4.0,P079,Home Decor,Friday,Evening
T00836,C0076,P019,2024-04-25,1,385.37,385.37,Thursday,14:43:34,April,Afternoon,ComfortLiving Sweater,Clothing,Emily Roberts,South America,2024-02-11,466.61199999999997,57.0,5.0,P019,Home Decor,Wednesday,Evening
T00976,C0109,P019,2024-08-07,2,770.74,385.37,Wednesday,01:34:06,August,Evening,ComfortLiving Sweater,Clothing,Abigail Jones,North America,2022-05-09,498.84090909090907,81.0,10.0,P100,Clothing,Saturday,Evening
T00154,C0040,P020,2023-12-31,4,1585.36,396.34,Sunday,06:53:54,December,Morning,ActiveWear Jacket,Clothing,Michael Harrell,Asia,2022-03-07,1323.1333333333332,192.0,2.0,P020,Clothing,Friday,Morning
T00212,C0196,P020,2024-12-03,4,1585.36,396.34,Tuesday,12:54:48,December,Afternoon,ActiveWear Jacket,Clothing,Laura Watts,Europe,2022-06-07,1245.72,43.0,3.0,P079,Home Decor,Tuesday,Afternoon
T00259,C0006,P020,2024-01-25,4,1585.36,396.34,Thursday,09:29:44,January,Morning,ActiveWear Jacket,Clothing,Brittany Palmer,South America,2024-01-07,1056.8925,112.0,4.0,P020,Books,Thursday,Evening
T00263,C0030,P020,2024-01-28,1,396.34,396.34,Sunday,04:10:05,January,Evening,ActiveWear Jacket,Clothing,Mark Brock,North America,2024-01-30,509.93600000000004,43.0,5.0,P004,Clothing,Sunday,Evening
T00627,C0013,P020,2024-05-06,4,1585.36,396.34,Monday,23:15:01,May,Evening,ActiveWear Jacket,Clothing,Lauren Buchanan,South America,2024-05-19,857.2228571428572,85.0,7.0,P015,Clothing,Friday,Evening
T00788,C0114,P020,2024-06-13,3,1189.02,396.34,Thursday,12:58:37,June,Afternoon,ActiveWear Jacket,Clothing,Benjamin Anderson,Europe,2024-11-18,1156.086,126.0,5.0,P020,Electronics,Wednesday,Afternoon
T00843,C0102,P020,2024-08-08,2,792.68,396.34,Thursday,19:49:54,August,Evening,ActiveWear Jacket,Clothing,Michael Atkinson,South America,2022-09-16,766.5450000000001,148.0,7.0,P058,Electronics,Friday,Evening
T00903,C0182,P020,2024-01-29,4,1585.36,396.34,Monday,19:25:10,January,Evening,ActiveWear Jacket,Clothing,Joshua Preston,Europe,2024-12-28,996.1539999999999,263.0,5.0,P008,Home Decor,Monday,Evening
T00911,C0067,P020,2024-06-14,3,1189.02,396.34,Friday,21:37:11,June,Evening,ActiveWear Jacket,Clothing,Carl Gonzalez,North America,2023-07-06,681.8066666666667,102.0,6.0,P002,Clothing,Thursday,Evening
T00933,C0058,P020,2024-02-01,1,396.34,396.34,Thursday,14:24:48,February,Afternoon,ActiveWear Jacket,Clothing,Zachary Turner,North America,2024-01-28,396.34,361.0,1.0,P020,Clothing,Thursday,Afternoon
T00967,C0040,P020,2024-07-19,4,1585.36,396.34,Friday,09:25:20,July,Morning,ActiveWear Jacket,Clothing,Michael Harrell,Asia,2022-03-07,1323.1333333333332,192.0,2.0,P020,Clothing,Friday,Morning
T00983,C0046,P020,2024-04-30,4,1585.36,396.34,Tuesday,08:50:38,April,Morning,ActiveWear Jacket,Clothing,Beth Cardenas,North America,2024-10-23,803.9757142857143,124.0,7.0,P016,Books,Saturday,Evening
T00157,C0169,P044,2024-11-09,2,37.64,18.82,Saturday,09:07:36,November,Morning,ActiveWear Running Shoes,Clothing,Jennifer Shaw,South America,2023-04-13,755.5533333333333,55.0,6.0,P003,Books,Friday,Morning
T00672,C0165,P044,2024-07-28,4,75.28,18.82,Sunday,00:09:49,July,Evening,ActiveWear Running Shoes,Clothing,Juan Mcdaniel,South America,2022-04-09,745.3444444444444,32.0,6.0,P044,Books,Thursday,Morning
T00711,C0165,P044,2024-06-11,4,75.28,18.82,Tuesday,15:51:14,June,Afternoon,ActiveWear Running Shoes,Clothing,Juan Mcdaniel,South America,2022-04-09,745.3444444444444,32.0,6.0,P044,Books,Thursday,Morning
T00878,C0165,P044,2024-09-24,3,56.46,18.82,Tuesday,21:15:21,September,Evening,ActiveWear Running Shoes,Clothing,Juan Mcdaniel,South America,2022-04-09,745.3444444444444,32.0,6.0,P044,Books,Thursday,Morning
T00159,C0163,P002,2024-10-12,4,1385.2,346.3,Saturday,03:12:30,October,Evening,ActiveWear Smartwatch,Electronics,Tiffany Cain,South America,2023-06-08,962.5466666666666,107.0,5.0,P074,Home Decor,Friday,Afternoon
T00248,C0067,P002,2024-05-03,4,1385.2,346.3,Friday,21:36:31,May,Evening,ActiveWear Smartwatch,Electronics,Carl Gonzalez,North America,2023-07-06,681.8066666666667,102.0,6.0,P002,Clothing,Thursday,Evening
T00285,C0068,P002,2024-04-02,3,1038.9,346.3,Tuesday,02:23:50,April,Evening,ActiveWear Smartwatch,Electronics,Mark Cox,North America,2023-04-04,743.8025,34.0,8.0,P002,Electronics,Tuesday,Evening
T00402,C0031,P002,2024-11-24,2,692.6,346.3,Sunday,17:22:38,November,Evening,ActiveWear Smartwatch,Electronics,Tina Miller,South America,2024-04-11,501.345,64.0,4.0,P002,Home Decor,Sunday,Evening
T00648,C0003,P002,2024-08-24,4,1385.2,346.3,Saturday,18:54:04,August,Evening,ActiveWear Smartwatch,Electronics,Michael Rivera,South America,2024-03-07,681.345,156.0,4.0,P002,Home Decor,Sunday,Evening
T00706,C0181,P002,2024-07-01,3,1038.9,346.3,Monday,00:11:31,July,Evening,ActiveWear Smartwatch,Electronics,Alexander Barker,South America,2023-11-16,557.9333333333334,31.0,6.0,P002,Electronics,Friday,Evening
T00717,C0186,P002,2024-09-21,2,692.6,346.3,Saturday,05:32:31,September,Morning,ActiveWear Smartwatch,Electronics,Amber Alexander,Asia,2023-10-11,587.2133333333333,96.0,3.0,P002,Electronics,Friday,Morning
T00780,C0102,P002,2024-02-14,3,1038.9,346.3,Wednesday,14:25:57,February,Afternoon,ActiveWear Smartwatch,Electronics,Michael Atkinson,South America,2022-09-16,766.5450000000001,148.0,7.0,P058,Electronics,Friday,Evening
T00165,C0049,P056,2024-03-18,4,64.32,16.08,Monday,04:33:39,March,Evening,SoundWave Smartwatch,Electronics,Jason Yates,North America,2024-09-18,289.435,150.0,8.0,P027,Clothing,Monday,Evening
T00399,C0013,P056,2024-03-28,3,48.24,16.08,Thursday,19:16:21,March,Evening,SoundWave Smartwatch,Electronics,Lauren Buchanan,South America,2024-05-19,857.2228571428572,85.0,7.0,P015,Clothing,Friday,Evening
T00454,C0174,P056,2024-11-10,2,32.16,16.08,Sunday,08:32:31,November,Morning,SoundWave Smartwatch,Electronics,Tracy Steele,South America,2022-11-03,578.39,46.0,5.0,P025,Books,Sunday,Afternoon
T00584,C0112,P056,2024-06-02,1,16.08,16.08,Sunday,17:24:55,June,Evening,SoundWave Smartwatch,Electronics,Brian Adkins,South America,2022-07-07,653.17,201.0,3.0,P050,Electronics,Wednesday,Evening
T00774,C0095,P056,2024-01-07,2,32.16,16.08,Sunday,14:19:49,January,Afternoon,SoundWave Smartwatch,Electronics,William Walker,South America,2023-03-04,642.135,119.0,2.0,P056,Electronics,Monday,Afternoon
T00916,C0099,P056,2024-11-10,4,64.32,16.08,Sunday,19:32:15,November,Evening,SoundWave Smartwatch,Electronics,Rodney Eaton,South America,2023-01-29,839.465,35.0,8.0,P005,Clothing,Friday,Evening
T00949,C0169,P056,2024-02-16,4,64.32,16.08,Friday,14:52:24,February,Afternoon,SoundWave Smartwatch,Electronics,Jennifer Shaw,South America,2023-04-13,755.5533333333333,55.0,6.0,P003,Books,Friday,Morning
T00996,C0189,P056,2024-01-31,1,16.08,16.08,Wednesday,19:34:22,January,Evening,SoundWave Smartwatch,Electronics,Sherri Dixon,North America,2024-01-22,528.642,37.0,5.0,P025,Home Decor,Monday,Evening
T00170,C0038,P082,2024-02-29,3,167.97,55.99,Thursday,01:45:41,February,Evening,ComfortLiving Rug,Home Decor,Jeffrey Perkins,North America,2022-04-16,539.37,46.0,5.0,P028,Home Decor,Thursday,Evening
T00215,C0065,P082,2024-03-18,3,167.97,55.99,Monday,06:01:51,March,Morning,ComfortLiving Rug,Home Decor,Gerald Hines,North America,2024-07-10,766.37,45.0,10.0,P022,Home Decor,Monday,Evening
T00233,C0162,P082,2024-02-16,1,55.99,55.99,Friday,11:29:31,February,Morning,ComfortLiving Rug,Home Decor,Edwin Watson,Asia,2022-03-29,600.28,71.0,8.0,P009,Electronics,Monday,Evening
T00369,C0151,P082,2024-12-24,4,223.96,55.99,Tuesday,11:40:24,December,Morning,ComfortLiving Rug,Home Decor,Amber Gonzalez,South America,2024-11-22,223.96,34.0,1.0,P082,Home Decor,Tuesday,Morning
T00373,C0179,P082,2024-02-07,2,111.98,55.99,Wednesday,20:28:19,February,Evening,ComfortLiving Rug,Home Decor,Donald Miller,Europe,2022-10-16,608.805,109.0,6.0,P022,Home Decor,Saturday,Evening
T00398,C0069,P082,2024-03-14,1,55.99,55.99,Thursday,17:22:52,March,Evening,ComfortLiving Rug,Home Decor,Stacy Foster,Europe,2023-12-03,575.738,49.0,5.0,P010,Electronics,Thursday,Evening
T00622,C0047,P082,2024-02-22,2,111.98,55.99,Thursday,21:46:45,February,Evening,ComfortLiving Rug,Home Decor,Samantha Frank,North America,2024-03-22,410.07714285714286,157.0,7.0,P007,Books,Friday,Morning
T00874,C0093,P082,2024-09-12,3,167.97,55.99,Thursday,04:48:36,September,Evening,ComfortLiving Rug,Home Decor,Nancy Walker,Asia,2024-07-13,588.3322222222222,133.0,8.0,P076,Clothing,Monday,Evening
T00174,C0107,P012,2024-02-21,1,159.6,159.6,Wednesday,23:48:42,February,Evening,ComfortLiving Headphones,Electronics,Dana Cantrell,South America,2023-02-07,724.784,97.0,5.0,P005,Clothing,Tuesday,Afternoon
T00179,C0119,P012,2024-11-27,1,159.6,159.6,Wednesday,08:06:10,November,Morning,ComfortLiving Headphones,Electronics,David Armstrong,Europe,2023-11-13,238.32199999999997,32.0,5.0,P011,Electronics,Wednesday,Evening
T00451,C0023,P012,2024-10-04,4,638.4,159.6,Friday,20:44:00,October,Evening,ComfortLiving Headphones,Electronics,Nicholas Cain,Europe,2022-03-04,859.775,77.0,6.0,P012,Books,Monday,Evening
T00719,C0057,P012,2024-04-07,1,159.6,159.6,Sunday,14:32:58,April,Afternoon,ComfortLiving Headphones,Electronics,Elizabeth Nguyen,Europe,2024-07-27,756.0666666666666,40.0,6.0,P008,Books,Wednesday,Afternoon
T00789,C0005,P012,2024-11-04,2,319.2,159.6,Monday,00:30:22,November,Evening,ComfortLiving Headphones,Electronics,Laura Weber,Asia,2022-08-15,678.08,84.0,3.0,P012,Electronics,Friday,Evening
T00858,C0194,P012,2024-08-18,1,159.6,159.6,Sunday,00:51:18,August,Evening,ComfortLiving Headphones,Electronics,Stacy Cook,North America,2024-05-04,552.7385714285714,97.0,7.0,P005,Books,Sunday,Evening
T00909,C0093,P012,2024-01-01,2,319.2,159.6,Monday,14:29:52,January,Afternoon,ComfortLiving Headphones,Electronics,Nancy Walker,Asia,2024-07-13,588.3322222222222,133.0,8.0,P076,Clothing,Monday,Evening
T00969,C0149,P012,2024-07-30,3,478.8,159.6,Tuesday,08:34:58,July,Morning,ComfortLiving Headphones,Electronics,Tina Wilson,Europe,2023-01-21,880.9559999999999,151.0,5.0,P012,Clothing,Tuesday,Afternoon
T00176,C0164,P075,2024-10-20,1,497.76,497.76,Sunday,16:20:50,October,Afternoon,TechPro Textbook,Books,Morgan Perez,Europe,2023-06-01,617.538,87.0,5.0,P004,Home Decor,Sunday,Afternoon
T00360,C0108,P075,2024-05-29,3,1493.28,497.76,Wednesday,17:04:29,May,Evening,TechPro Textbook,Books,David Davis,South America,2022-09-28,692.6485714285715,117.0,7.0,P011,Clothing,Wednesday,Evening
T00367,C0161,P075,2024-03-27,2,995.52,497.76,Wednesday,07:31:28,March,Morning,TechPro Textbook,Books,Jessica Warren,Asia,2022-03-14,392.72875,165.0,8.0,P007,Books,Monday,Evening
T00643,C0137,P075,2024-05-21,3,1493.28,497.76,Tuesday,09:00:57,May,Morning,TechPro Textbook,Books,Robert Gardner,South America,2024-04-09,666.51,35.0,5.0,P003,Books,Wednesday,Afternoon
T00782,C0188,P075,2024-08-27,3,1493.28,497.76,Tuesday,05:49:59,August,Morning,TechPro Textbook,Books,Anna Ball,South America,2022-05-17,888.9150000000001,32.0,7.0,P057,Electronics,Friday,Morning
T00805,C0038,P075,2024-02-05,3,1493.28,497.76,Monday,18:18:43,February,Evening,TechPro Textbook,Books,Jeffrey Perkins,North America,2022-04-16,539.37,46.0,5.0,P028,Home Decor,Thursday,Evening
